"text","twitterUrl","tweet_id","cleaned_text","sentiment"
"I wanna come outside for a drink or 🥃😍 # #beauty #pressure #glowing #ohio ","https://twitter.com/BardiKi_29/status/1593404800821071873",220," wanna come outside drink 🥃😍 beauty pressure glowing ohio ",-1
"Just a random selfie home y’all all are doing well #selfie #gay #gayboy #blackgay #blackgaymen # #sumerattire #random #pointlessselfie @ Los Angeles, California ","https://twitter.com/Jareezyland/status/1592827243088465920",221,"just random selfie home y’ well selfie gay gayboy blackgay blackgaymen sumerattire random pointlessselfie los angeles california ",NA
"“Black Diamond” “images for a lifetime” #model #oklahomamodels #curlyhair #canon #crispy #photography #posing #headshots #model #blackgirlmagic #ebonymodel #oklahomamodels # #curlyhair #green #nature #gorgeous #portraitphotography #StevenManningPhotography #gorgous ","https://twitter.com/StevenmanPhotos/status/1590500252447961088",222,"“black diamond” “images lifetime” model oklahomamodels curlyhair canon crispy photography posing headshots model blackgirlmagic ebonymodel oklahomamodels curlyhair green nature gorgeous portraitphotography stevenmanningphotography gorgous ",1
"“One to the face”“images for a lifetime” #model #oklahomamodels #curlyhair #canon #crispy #photography #posing #headshots #model #blackgirlmagic #ebonymodel #oklahomamodels # #curlyhair #green #nature #flowers #gorgeous #portraitphotography #StevenManningPhotography ","https://twitter.com/StevenmanPhotos/status/1590500059267108864",223,"“one face”“images lifetime” model oklahomamodels curlyhair canon crispy photography posing headshots model blackgirlmagic ebonymodel oklahomamodels curlyhair green nature flowers gorgeous portraitphotography stevenmanningphotography ",NA
"“Purple hue” “images for a lifetime” #model #oklahomamodels #curlyhair #canon #crispy #photography #posing #headshots #model #blackgirlmagic #ebonymodel #oklahomamodels # #curlyhair #green #nature #flowers #gorgeous #portraitphotography #StevenManningPhotography ","https://twitter.com/StevenmanPhotos/status/1590499674196017152",224,"“purple hue” “images lifetime” model oklahomamodels curlyhair canon crispy photography posing headshots model blackgirlmagic ebonymodel oklahomamodels curlyhair green nature flowers gorgeous portraitphotography stevenmanningphotography ",NA
"As strong as the amazing beauty next to me. This is my piece of #aisdFuturo, she is a source of strength for me and she doesn't even know . #BrownSkin girl, 're destined for greatness. #MiGenteBonita #Amor ","https://twitter.com/GloriaVeraBedo1/status/1590339746769039361",225," strong amazing beauty next piece aisdfuturo source strength doesnt even know brownskin girl re destined greatness migentebonita amor ",8
"Good #healthiswealth #lovelife #takecare #melaninmagic #sexyblackmen #scorpio #scorpioseason #viral #finewine # #daddy #blessed #malemodel #blackdontcrack ","https://twitter.com/XavierLT/status/1589809217783091201",226,"good healthiswealth lovelife takecare melaninmagic sexyblackmen scorpio scorpioseason viral finewine daddy blessed malemodel blackdontcrack ",3
"So pretty 💗… #cutie #butterflylocs #melaninpoppin # #softskin ","https://twitter.com/cutie__dasha/status/1589440162823827458",227," pretty 💗… cutie butterflylocs melaninpoppin softskin ",1
"Brown Skinned Gorl 🤎 • Available NOW ❗️ These will not last.... Shop 🛍 # #wintermelanin #tapfordeets #fypage #fypシ #SHOPNOW #explore #EgoKouture @ Dallas, Texas ","https://twitter.com/Ego_Kouture/status/1587665467501858821",228,"brown skinned gorl 🤎 • available now ❗️ will last shop 🛍 wintermelanin tapfordeets fypage fypシ shopnow explore egokouture dallas texas ",NA
"Mocha Monday.. That @seddyhendrinx w/ @maxwell sample on full blast....🤎🧋🍁🍫💋🍂🟤🕯#WitchesOfInstagram #WitchesOfColor #Melanin #Beautiful #Maxwell #Fortunate #BrownSkin #Locs #Autumn #Fall #Night #Nike #NikeWoman #SeddyHendrix #HandsDown #Love #Spice #Romance #NaturalHair ","https://twitter.com/musiqnote1/status/1584765318202675200",229,"mocha monday seddyhendrinx w maxwell sample full blast🤎🧋🍁🍫💋🍂🟤🕯witchesofinstagram witchesofcolor melanin beautiful maxwell fortunate brownskin locs autumn fall night nike nikewoman seddyhendrix handsdown love spice romance naturalhair ",10
"“Blue, green and everything in between “ #model #oklahomamodels #curlyhair #canon #crispy #photography #posing #headshots #model #blackgirlmagic #ebonymodel #oklahomamodels # #curlyhair #green #nature #flowers #gorgeous #portraitphotography #StevenManningPhotography ","https://twitter.com/StevenmanPhotos/status/1584680785042616321",230,"“blue green everything “ model oklahomamodels curlyhair canon crispy photography posing headshots model blackgirlmagic ebonymodel oklahomamodels curlyhair green nature flowers gorgeous portraitphotography stevenmanningphotography ",NA
"“Sweater Weather” #model #blackgirlmagic #ebonymodel #oklahomamodels # #curlyhair #green #nature #flowers #gorgeous #portraitphotography #StevenManningPhotography #gorgous #fallphotoshoot #model #oklahomamodels #curlyhair #canon #crispy #photography #posing #headshots ","https://twitter.com/StevenmanPhotos/status/1584345749315153920",231,"“sweater weather” model blackgirlmagic ebonymodel oklahomamodels curlyhair green nature flowers gorgeous portraitphotography stevenmanningphotography gorgous fallphotoshoot model oklahomamodels curlyhair canon crispy photography posing headshots ",NA
"When Whitewashing, Racism and Colorism meet... #racism #whitewashing #colorism #BLM #marketing #SkinBrightening #targetaudience #mindset # #blackgirlsrock #onlinemarketing #trending #explorepage #blackandwhite #BlackTwitter ","https://twitter.com/TalkAboutIt_SF/status/1581631281716432896",232," whitewashing racism colorism meet racism whitewashing colorism blm marketing skinbrightening targetaudience mindset blackgirlsrock onlinemarketing trending explorepage blackandwhite blacktwitter ",-6
"Felicidades @Geronimo4AISD on the Lifetime Achievement Award! #LeadershipMatters #LatinosUnidos #HispanicHeritageMonth #BIPOC people do better! #BrownSkin ","https://twitter.com/GloriaVeraBedo1/status/1581486940804636672",233,"felicidades geronimoaisd lifetime achievement award leadershipmatters latinosunidos hispanicheritagemonth bipoc people better brownskin ",5
"Braided uppp and workinggg. #WorkFromHome 🤓🖥🏡 #cornrows #cornrowstyles #blackhairstyles #blackhair #hair #hairystyle #hairstylesformen #blackmenhairstyles #blacklivesmatter # #browneyes #sexy #cute #cuteboys #selfie ","https://twitter.com/THA_SHIZNIT/status/1579247678604840961",234,"braided uppp workinggg workfromhome 🤓🖥🏡 cornrows cornrowstyles blackhairstyles blackhair hair hairystyle hairstylesformen blackmenhairstyles blacklivesmatter browneyes sexy cute cuteboys selfie ",5
"✨ 🌴 #selflove #Blackman #Barber #Blackking #african #BlackSkin #BrownSkin #dreadhead ","https://twitter.com/MrTooRawTruth1/status/1578197098708598784",235,"✨ 🌴 selflove blackman barber blackking african blackskin brownskin dreadhead ",NA
"#HispanicHeritageMonth looks like this too. Hermosas #BrownSkin mujeres who work so hard to keep our building functional and clean. Gracias a Maria, Della, Lupe, Graciela, Bernarda y Carmen. @AustinISD has the best employees. #aisdProud #LatinaPoderosa #WomanPower #somosAISD ","https://twitter.com/GloriaVeraBedo1/status/1577354280163594247",236,"hispanicheritagemonth looks like hermosas brownskin mujeres work hard keep building functional clean gracias maria della lupe graciela bernarda y carmen austinisd best employees aisdproud latinapoderosa womanpower somosaisd ",6
"🎉Typa Girl that wish for when 💨blow that candle 🎂 out 🎉 . . . . . #typagirl #birthdaygirl #mybirthdaygirl #cake #blowcandles #blow #youngandfree #blackqueen # #celebration ","https://twitter.com/ashleydancr08/status/1577282416741208064",237,"🎉typa girl wish 💨blow candle 🎂 🎉 typagirl birthdaygirl mybirthdaygirl cake blowcandles blow youngandfree blackqueen celebration ",1
"Just Like Magic ✨ #explore #explorepage #brownskingirls #brownskingirl # #blackgirlmagic #blackgirlsrock #vacationmode #vacationvibes #gemini #90sbaby #girlstrip #fitness #blackfitness @ Tulum Beach ","https://twitter.com/JennySheSlays/status/1576590656767655936",238,"just like magic ✨ explore explorepage brownskingirls brownskingirl blackgirlmagic blackgirlsrock vacationmode vacationvibes gemini sbaby girlstrip fitness blackfitness tulum beach ",3
"Loving the skin I’m in. 🥰☀️🌈❤️#Brownskin #Browneyes #Pride #Love ","https://twitter.com/BrownEyedTwin2/status/1575514970548305923",239,"loving skin ’m 🥰☀️🌈❤️brownskin browneyes pride love ",5
"#fypage #reelsinstagram #oklahoma #capricorn #fypシ #blackgirlmagic #blackwomen #fypchallengeviral #blackexcellence #fypシviral #fypviral #fyp # #healthyrecipes #healthylifestyle #fypシ #video ","https://twitter.com/perrycat32/status/1575513406240604162",240,"fypage reelsinstagram oklahoma capricorn fypシ blackgirlmagic blackwomen fypchallengeviral blackexcellence fypシviral fypviral fyp healthyrecipes healthylifestyle fypシ video ",NA
"Your coffee in the morning ☕️ 🍫 Model - @thamightymix 🫶🏾 Photography / Retouch - TMcguireJr • #coffee # #beautiful #atlmodels #nymodel #brooklyn #brooklynmodel #atlphotographer #atlantacreatives ","https://twitter.com/tmcguirejr/status/1574774733685522432",241," coffee morning ☕️ 🍫 model thamightymix 🫶🏾 photography retouch tmcguirejr • coffee beautiful atlmodels nymodel brooklyn brooklynmodel atlphotographer atlantacreatives ",3
"#photolab # ","https://twitter.com/GrvMstr1/status/1571362628487847938",242,"photolab ",NA
"#HispanicHeritageMonth looks like this too. #MiGenteBonita celebrates by feeding others and sharing the beauty of our #cultura. So many beautiful #LatinaPower and #BrownSkin #somosAISD #aisdProud #chulada #SheSePuede ","https://twitter.com/GloriaVeraBedo1/status/1570884522006417408",243,"hispanicheritagemonth looks like migentebonita celebrates feeding others sharing beauty cultura many beautiful latinapower brownskin somosaisd aisdproud chulada shesepuede ",8
"#HispanicHeritageMonth looks like this too. @CeliaIsrael @DHernandzTx @DallasISDSupt my Roberto #Latinos #OrgulloLatino #LatinosUnidos #HispanicHeritage #BrownSkin #MiGenteBonita ","https://twitter.com/GloriaVeraBedo1/status/1570713721030463489",244,"hispanicheritagemonth looks like celiaisrael dhernandztx dallasisdsupt roberto latinos orgullolatino latinosunidos hispanicheritage brownskin migentebonita ",2
"C.E.O vibes ✨️ #NickisTeaParty #makeup #vamua # #Diva ","https://twitter.com/ArtistryKiss/status/1569402143605407745",245,"ceo vibes ✨️ nickisteaparty makeup vamua diva ",NA
"Let me remind …. • • • • • 📸: @pezz1972 💇🏾‍♀️: @thereal_proseee # #brownonbrown #natural #womanbody @ Memphis, Tennessee ","https://twitter.com/Charmainenoire/status/1567298553772392448",246,"let remind … • • • • • 📸 pezz 💇🏾‍♀️ therealproseee brownonbrown natural womanbody memphis tennessee ",1
"Hey, @erinlhlisten! #beautiful # #chocolate #sweet @ Seventy7 North ","https://twitter.com/herbtheentspec/status/1564906379240144896",247,"hey erinlhlisten beautiful chocolate sweet seventy north ",5
"Buenos días a todos, especialmente a #MiGenteBonita! So proud to see so much diversity in @AustinISD. So proud of our young leaders, I love that #AustinISD is investing time & effort in these chefs & I'm #aisdProud to see so many #LatinaPower being #somosAISD #BrownSkin ✊🏾❤👑 ","https://twitter.com/GloriaVeraBedo1/status/1563132345141837826",248,"buenos días todos especialmente migentebonita proud see much diversity austinisd proud young leaders love austinisd investing time effort chefs im aisdproud see many latinapower somosaisd brownskin ✊🏾❤👑 ",7
"Truly thankful for this water therapy 🌊💫 #vibewithitaly #virgoseason #sistersign #travel #lookatourworld #travelbloging #Americas #Bahamas #Jamaica #Beach #Caribbean #Nature #sea #naturelovers #naturalista #locs # #bikini #embraceyourjourney #grief #joy #positivevibes ","https://twitter.com/ItalyBianca/status/1562576727355715590",249,"truly thankful water therapy 🌊💫 vibewithitaly virgoseason sistersign travel lookatourworld travelbloging americas bahamas jamaica beach caribbean nature sea naturelovers naturalista locs bikini embraceyourjourney grief joy positivevibes ",3
"“IN HIS RIGHT HAND WAS YA MAN’s WORST NIGHTMARE” Brookside CHRONICLES: Tres • 📸: @forbinfilms #mfdoom # #blackboyjoy #money @ Brookside Gardens ","https://twitter.com/l0vemelongtime/status/1561685388737089537",250,"“ right hand ya man’s worst nightmare” brookside chronicles tres • 📸 forbinfilms mfdoom blackboyjoy money brookside gardens ",-3
"Good morning! Let's test that equity muscle. Do support this @CeliaIsrael, a member of the #LGBTQIA community & was born into #BrownSkin? Asking for the #LatinaPower part of the community, so, lots of us. She's done a great job as a member of #txlege too. Do support her? ","https://twitter.com/GloriaVeraBedo1/status/1561668777380814848",251,"good morning lets test equity muscle support celiaisrael member lgbtqia community born brownskin asking latinapower part community lots us shes done great job member txlege support ",10
"Hello there, brown-skinned girl. 🤎 #brownskinnedgirl #melanin #sunkissed # @ Greenville, South Carolina ","https://twitter.com/aprilcevans/status/1559288331699093511",252,"hello brownskinned girl 🤎 brownskinnedgirl melanin sunkissed greenville south carolina ",NA
"Missing Tulum 🌴🌊☀️ Dress from @amazon came through for ya girl! Let me know if ’d like the link! #tulum #BreakingNews #traveling #aesthetic #QuintanaRoo #fyp # #curlyhair #marriage #IndependenceDay2022 #amazon #summerfun #VacationMood ","https://twitter.com/willjxo/status/1559224219828998145",253,"missing tulum 🌴🌊☀️ dress amazon came ya girl let know ’d like link tulum breakingnews traveling aesthetic quintanaroo fyp curlyhair marriage independenceday amazon summerfun vacationmood ",0
"# #browngirl #chocolate #FolloMe ","https://twitter.com/ficraka/status/1558808872994881536",254," browngirl chocolate follome ",NA
"Whats Good!! #blackmen # #melaninpoppin ","https://twitter.com/KicknitwithKaY/status/1558495980374335489",255,"whats good blackmen melaninpoppin ",3
"POV: cut your hair to get cosmic downloads directly through your crown chakra and now can your whole beauty and worth from inside without having to do anything #shorthair # ","https://twitter.com/Lone_Motsomi/status/1556731241440747520",256,"pov cut hair get cosmic downloads directly crown chakra now can whole beauty worth inside without anything shorthair ",1
"Carbs ans sugar.. yes please.. #dadbod #gay #torontogay #indiangay # #brwonboys #browngays #tease #shirtlessboys #hairymen ","https://twitter.com/ThatbrownguyTO/status/1555375421557972995",257,"carbs ans sugar yes please dadbod gay torontogay indiangay brwonboys browngays tease shirtlessboys hairymen ",2
"Had an early morning client on the #UES So took a stroll through #centralpark after and ’s a beautiful #NYC day #ilovenewyork #summer #shortshorts #legs #suntan # @ Central Park, Manhattan, New York ","https://twitter.com/benskervin/status/1551191089901494273",258," early morning client ues took stroll centralpark ’s beautiful nyc day ilovenewyork summer shortshorts legs suntan central park manhattan new york ",3
"I just wanted to look from behind 💦 . . . . . #lookbackatit #summerdays #taste #poolside #chilling #melanin #maryland #dmv #slimthickgirls # #traveler #travel #flightattendant #backyardshenanigans ","https://twitter.com/ashleydancr08/status/1550864786421948417",259," just wanted look behind 💦 lookbackatit summerdays taste poolside chilling melanin maryland dmv slimthickgirls traveler travel flightattendant backyardshenanigans ",-1
"@wealthylady555 #sunblock #SPF31 #tintedmoisturizer # ","https://twitter.com/MonikaDHill3/status/1550505081816203266",260,"wealthylady sunblock spf tintedmoisturizer ",NA
"😜🤎 # ","https://twitter.com/lagunesmelissaa/status/1550182235977940994",261,"😜🤎 ",NA
"Main Attraction ☀️💛🌻⭐️ #sundaybest #blackgirlmagic #NatureBeauty #prettygirls # #pnw ","https://twitter.com/EbonySugaLove/status/1548878111080468481",262,"main attraction ☀️💛🌻⭐️ sundaybest blackgirlmagic naturebeauty prettygirls pnw ",2
"FORTHRIGHT FRIDAY HOW DO YOU BRING JOY TO SOMEONE? JULY , 2022 #goodmorning #friday #dancemore #chocolate #befearless #stayhydrated #doyou #lovewins #dancemore #blackman #posteveryday # #happyinthemorning♥ #handsome #blackmusic #slave #stevearrington #slide ","https://twitter.com/christabbshow/status/1545451144503345154",263,"forthright friday bring joy someone july goodmorning friday dancemore chocolate befearless stayhydrated doyou lovewins dancemore blackman posteveryday happyinthemorning♥ handsome blackmusic slave stevearrington slide ",3
"#newyork #newyorkevents #brooklyn #africandiaspora #afrobeats #blackjoy #reggae #africanfashion #blackisbeautiful #dayparty #blackartists #blackculture #blackfashion #brooklynevents #teammelanin # #dancehall #thingstodoinbrooklyn #brooklynparties #soca #danceparty","https://twitter.com/soundsbysa/status/1544726411541450752",264,"newyork newyorkevents brooklyn africandiaspora afrobeats blackjoy reggae africanfashion blackisbeautiful dayparty blackartists blackculture blackfashion brooklynevents teammelanin dancehall thingstodoinbrooklyn brooklynparties soca danceparty",NA
"THINK ABOUT IT THURSDAY JUNE 30 2022 DO THICK THIGHS REALLY SAVE LIVES? #prayers #selfpleasure #purejoy #june30 #doyou #lovewins #pridemonth #dancemore #blackman #posteveryday # #happyinthemorning♥ #handsome #blackmusicmonth #ohioplayers #aintgivingupnoground ","https://twitter.com/christabbshow/status/1542578444738985986",265,"think thursday june thick thighs really save lives prayers selfpleasure purejoy june doyou lovewins pridemonth dancemore blackman posteveryday happyinthemorning♥ handsome blackmusicmonth ohioplayers aintgivingupnoground ",2
"#Summer means happy times and good sunshine 🌞.. 👙🌊Some of the best #Memories are made in flip flops 🩴 En chanclas me divierto más!!😁🩴🩴 🏖 “Brown & Beautiful“ #DSalas & #DapheeMusic #BrownAndBeautiful #LoveAndPain #Album #SummerVibes #LakeArrowhead #beachlife #LakeLife ","https://twitter.com/DapheeMusic/status/1546926811652599808",266,"summer means happy times good sunshine 🌞 👙🌊 best memories made flip flops 🩴 en chanclas divierto más😁🩴🩴 🏖 “brown beautiful“ dsalas dapheemusic brownandbeautiful loveandpain album summervibes lakearrowhead beachlife lakelife ",12
"Feelin’ myself 💅🏽💃🏽 # #Browngirl #Latina #Indolatina #Venezolana #fatandfine #bodypositivity #selflove #effyourbeautystandards ","https://twitter.com/brwneyedamzn/status/1445490240009822217",267,"feelin’ 💅🏽💃🏽 browngirl latina indolatina venezolana fatandfine bodypositivity selflove effyourbeautystandards ",NA
"Goodbye washed out blonde.... hello rich, dark chocolate brown! Have been wanting a change? Go for !! Just be careful with what tone go with!! #beforeandafter #haircolor # #richcolor… ","https://twitter.com/Deata/status/1217106362200678400",268,"goodbye washed blonde hello rich dark chocolate brown wanting change go just careful tone go beforeandafter haircolor richcolor… ",4
"At the Dia de raza carshow this past weekend #HighclassCC #LowriderZone #LowriderModel #BrownAndBeautiful #Chicana ","https://twitter.com/dlocsta_zamora/status/1183922023682068481",269," dia de raza carshow past weekend highclasscc lowriderzone lowridermodel brownandbeautiful chicana ",NA
"HOY SE BEBEEEEEE 🍷🍸🍹 Saying bye bye to 26! #selfie # #brownandpowerful #latinx #birthdayweekend #27 #nyc #hoyvoyabeber @ Manhattan, New York ","https://twitter.com/roxy4589/status/1165324981963644928",270,"hoy se bebeeeeee 🍷🍸🍹 saying bye bye selfie brownandpowerful latinx birthdayweekend nyc hoyvoyabeber manhattan new york ",NA
"💫City Gal💫 #quinning #quinergy #quintessential #bgm #queening #chitown #chicago #citygal #chitownbaby #chicagosfinest #chicagobornandbred #legs #sexy # #owning #knowing #showing #living #blessed… ","https://twitter.com/QuinTheArtist/status/1149733390469488640",271,"💫city gal💫 quinning quinergy quintessential bgm queening chitown chicago citygal chitownbaby chicagosfinest chicagobornandbred legs sexy owning knowing showing living blessed… ",3
"Thousands of #Californians and people from across the nation descended into our little @WeHoCity to celebrate #LGBT lives and love❤️! My hubby @BuKLeSDoWn & our friends really got into the #Pride spirit this year!🏳️‍🌈 #MarriedLife #POC #ProudofOurLove #RomperLife #BrownandBeautiful ","https://twitter.com/ChrisBowenSoCal/status/1137619923675385856",272,"thousands californians people across nation descended little wehocity celebrate lgbt lives love❤️ hubby buklesdown friends really got pride spirit year🏳️‍🌈 marriedlife poc proudofourlove romperlife brownandbeautiful ",7
"Having a great fucking day. Got my wedding dress, had some killer pizza in BK and this Corona is hitting the spot #brooklyn #selfie # #brownandpowerful #latinx @ Park Slope Brooklyn NY ","https://twitter.com/roxy4589/status/1132327051392950272",273," great fucking day got wedding dress killer pizza bk corona hitting spot brooklyn selfie brownandpowerful latinx park slope brooklyn ny ",-1
"Racism is soul deep. Was recommended 1st for a gig, but the family wanted other white singers. Neither were available, because God 't like ugly. So here's me. Looking # #soundingbetter #touchnotHISannointed #louisianaislowkeyapartheid","https://twitter.com/sopranomassey/status/1124350863110299649",274,"racism soul deep recommended st gig family wanted white singers neither available god t like ugly heres looking soundingbetter touchnothisannointed louisianaislowkeyapartheid",-1
"@stephgala_ Stay #BrownAndBeautiful Steph","https://twitter.com/jatinsub/status/1122147929605545984",275,"stephgala stay brownandbeautiful steph",NA
"duendemanicomio - HomeTown # ✊ @ QvO ","https://twitter.com/QUEUVOMOVEMENT/status/1055311683185459200",276,"duendemanicomio hometown ✊ qvo ",NA
"Had a blast with my favorite person watching one of our favorite musicians. #carlosvives #selfie #nyc #newyork #mylifeinny #mylifeinnyc #brownandpowerful #latinx #… ","https://twitter.com/roxy4589/status/1043698888736002048",277," blast favorite person watching one favorite musicians carlosvives selfie nyc newyork mylifeinny mylifeinnyc brownandpowerful latinx … ",4
"Now, because #FamilyFirst, I highlight my younger sister, Alli, a contemporary dancer with @3rdShiftDance in Seattle. #BrownAndBeautiful 💪🏾💃🏾 ","https://twitter.com/cmleider/status/993690260306526209",278,"now familyfirst highlight younger sister alli contemporary dancer rdshiftdance seattle brownandbeautiful 💪🏾💃🏾 ",2
"✨X I C A N A S✨ #BrownAndBeautiful #BrownAndProud ✨🇲🇽✊🏽🇲🇽✨ @ The New Parish ","https://twitter.com/Jaylu/status/954955821158420480",279,"✨x c n s✨ brownandbeautiful brownandproud ✨🇲🇽✊🏽🇲🇽✨ new parish ",NA
"✨X I C A N A S✨ #BrownAndBeautiful #BrownAndProud @ The Legionnaire Saloon ","https://twitter.com/Jaylu/status/928889377924583426",280,"✨x c n s✨ brownandbeautiful brownandproud legionnaire saloon ",NA
"#BrownAndBeautiful ✨🌺✨ @ Jack London Square ","https://twitter.com/Jaylu/status/914255445765758976",281,"brownandbeautiful ✨🌺✨ jack london square ",NA
"teotihuacan: birthplace of the gods. largest city of the pre columbian americas! 🇲🇽✊🏽🇲🇽 #BrownAndProud #BrownAndBeautiful ","https://twitter.com/Jaylu/status/914136820496994304",282,"teotihuacan birthplace gods largest city pre columbian americas 🇲🇽✊🏽🇲🇽 brownandproud brownandbeautiful ",NA
"this #Xingona chicana drives her own ranfla. #XicanaPower #BrownAndProud #BrownAndBeautiful… ","https://twitter.com/Jaylu/status/904057110408732672",283," xingona chicana drives ranfla xicanapower brownandproud brownandbeautiful… ",NA
"#XicanaPower #BrownAndProud #BrownAndBeautiful ✨🌹🇲🇽✊🏽🇲🇽🌹✨ @ East Side Arts Alliance ","https://twitter.com/Jaylu/status/904056547193454592",284,"xicanapower brownandproud brownandbeautiful ✨🌹🇲🇽✊🏽🇲🇽🌹✨ east side arts alliance ",NA
"#BrownAndBeautiful #Xicanas #SternGrove #WAR #Malo ✨🎶🇲🇽🎶✨ @ Stern Grove Festival ","https://twitter.com/Jaylu/status/896827258983374848",285,"brownandbeautiful xicanas sterngrove war malo ✨🎶🇲🇽🎶✨ stern grove festival ",-2
"cheers to the weekend! #SalinasWineFestival #Vino #Familia #BrownAndBeautiful ✨🍷✨ @ Salinas… ","https://twitter.com/Jaylu/status/896490381801656321",286,"cheers weekend salinaswinefestival vino familia brownandbeautiful ✨🍷✨ salinas… ",2
"Diwali game strong 😏👭😋 #sassqueens # ","https://twitter.com/rainabaaabay/status/664694370029821952",287,"diwali game strong 😏👭😋 sassqueens ",2
"So thankful for my drinking buddy!!! #cbsdesis # #whycbs @ Babylon Hookah Lounge http://t.co/TA8FUGc7oI","https://twitter.com/sreyab246/status/538214894156279808",288," thankful drinking buddy cbsdesis whycbs babylon hookah lounge httptcotafugcoi",2
"# #mycrew #whycbs #saba #cbs16 @ Waldorf Astoria New York http://t.co/n1Gb67iFZZ","https://twitter.com/sreyab246/status/536052947537645570",289," mycrew whycbs saba cbs waldorf astoria new york httptcongbifzz",NA
"I refuse your #WhiteWashed idea of #Beauty that 're attempting to impose on me. #BrownAndBeautiful","https://twitter.com/G2EVera/status/476432426705903616",290," refuse whitewashed idea beauty re attempting impose brownandbeautiful",-3
"thetanningclub getting bronzed # @ the tanning club http://t.co/T0wuafKHoN","https://twitter.com/bryttnyangel/status/427943955817562112",291,"thetanningclub getting bronzed tanning club httptcotwuafkhon",NA
"“@AnGeLMA08: Someone just asked me if @kissa_93 and I were related -_- she's not even Mexican. #SMH” 😂😂😂 #BrownAndBeautiful","https://twitter.com/kissa_93/status/316375779665670144",292,"“angelma someone just asked kissa related shes even mexican smh” 😂😂😂 brownandbeautiful",NA
"@TSully_NC haha aw, thanks! What can say? #","https://twitter.com/RachellePatel_/status/245938449121685504",293,"tsullync haha aw thanks can say ",5
"Good morning sisters #","https://twitter.com/Mad3uL00k/status/1744357994257641877",294,"good morning sisters ",3
"It’s important to treat yourself! #treatyourself #chillaxing #relaxation #peaceofmind #chilltime #cigars #whiskey #greenwoodwhiskey #whiskeyglass #cigartime #whiskeytime # #experienceamazing ","https://twitter.com/GreenwoodWhisky/status/1619422486814232576",295,"’s important treat treatyourself chillaxing relaxation peaceofmind chilltime cigars whiskey greenwoodwhiskey whiskeyglass cigartime whiskeytime experienceamazing ",2
"That first sip feeling. 📸 @mikaelatravels #thatfirstsip #experienceamazing # #blackwomanmagic #travelerlife #willtravel #whiskeywednesday @ Atlanta, Georgia ","https://twitter.com/GreenwoodWhisky/status/1615784981762289668",296," first sip feeling 📸 mikaelatravels thatfirstsip experienceamazing blackwomanmagic travelerlife willtravel whiskeywednesday atlanta georgia ",1
"Have had your 1st sip of 2023…what are waiting for? 📸 @rrandalphotos #magicinabottle #celebrationwhiskey #experienceamazing #premium #whiskey # #firstsip #newyearmood #whiskeygram @ Georgia ","https://twitter.com/GreenwoodWhisky/status/1610020113868013570",297," st sip … waiting 📸 rrandalphotos magicinabottle celebrationwhiskey experienceamazing premium whiskey firstsip newyearmood whiskeygram georgia ",NA
"Me and my ‘gurls’ out and about on a #Saturday night at @lipsnyc! We showed up and showed out! Ain’t no party like #BrownGurl party!!! ♥️https://t.co/X9mOV7NSzS♥️ #PrettyBrownGurl #BrownIsBeautiful #BrownGurlsMatter #BrownGurlMagic #NYC #NewYorkCity #JerseyInDaHouse #Jersey ","https://twitter.com/Brown_Gurls/status/1586548024280481794",298," ‘gurls’ saturday night lipsnyc showed showed ain’t party like browngurl party ♥️httpstcoxmovnszs♥️ prettybrowngurl brownisbeautiful browngurlsmatter browngurlmagic nyc newyorkcity jerseyindahouse jersey ",2
"For fans of #HairLove and #EyesthatKissintheCorners, here is an empowering picture book about recognizing the beauty around and within by award-winning author Supriya Kelkar and rising star illustrator Noor Sofi. #BrownIsBeautiful ","https://twitter.com/gkbowes/status/1579936602088148992",299," fans hairlove eyesthatkissinthecorners empowering picture book recognizing beauty around within awardwinning author supriya kelkar rising star illustrator noor sofi brownisbeautiful ",NA
"Brown is beautiful!!! Greenwood Whiskey visit our website for locations (link in bio)! # #greenwoodwhiskey #whiskey #whiskeybusiness #whisky #whiskybusiness @ Atlanta, Georgia ","https://twitter.com/GreenwoodWhisky/status/1577395316927696896",300,"brown beautiful greenwood whiskey visit website locations link bio greenwoodwhiskey whiskey whiskeybusiness whisky whiskybusiness atlanta georgia ",3
"#HispanicHeritageMonth #HispanicHeritageMonth2022 #Hispanic #Chicanos #Indigenous #America #TheAmericanDream #BrownIsBeautiful #Mexico #ElSalvador #Guatemala #PuertoRico #Cuba #DomincanRepublic #Latinos #LatinosStandUp #SomosLatinos","https://twitter.com/CRISCOKIDD/status/1570476616391991303",301,"hispanicheritagemonth hispanicheritagemonth hispanic chicanos indigenous america theamericandream brownisbeautiful mexico elsalvador guatemala puertorico cuba domincanrepublic latinos latinosstandup somoslatinos",NA
"Bigger and Deffer is the energy #bigger #deffer #greenwoodwhiskey #bigenergy #tropical #express #atlanta #blackowned #plantlifestyle #blackwomanmagic # @ Tropical Express Atl ","https://twitter.com/GreenwoodWhisky/status/1555694303556534274",302,"bigger deffer energy bigger deffer greenwoodwhiskey bigenergy tropical express atlanta blackowned plantlifestyle blackwomanmagic tropical express atl ",NA
