"text","twitterUrl","tweet_id","cleaned_text","sentiment"
"An essential companion piece to La Ida Y Vuelta #poem #laidayvuelta #tuesdayvibe #super8 #film # #cinema #koreatown #LA ","https://twitter.com/LossDoggo/status/1737185232405868880",1," essential companion piece la ida y vuelta poem laidayvuelta tuesdayvibe super film cinema koreatown la ",3
"Got to give a shout out to my brother! Proud of and I know Mom and Dad are smiling from heaven! #BrownBoys Athletics is in our blood! @Coachbrown16","https://twitter.com/NyereBrown_AD/status/1703121972912128446",2,"got give shout brother proud know mom dad smiling heaven brownboys athletics blood coachbrown",6
"We have 20 days left to crowdfund “La Ida Y Vuelta”! Help us get this made! Anything helps and shares are much appreciated!!! #seedandspark #LIYV #koreatown #LA #shortfilm #film #crowdfund # #retrospectivecinema #cinema ","https://twitter.com/LossDoggo/status/1681064843380662272",3," days left crowdfund “la ida y vuelta” help us get made anything helps shares much appreciated seedandspark liyv koreatown la shortfilm film crowdfund retrospectivecinema cinema ",7
"@HallTechSports1 this is great. I’ve known the Brown family since I was a young boy & makes me proud, so I knowwwww definitely makes them proud. Y’all keep on working, #BrownBoys. The door of opportunity is going to continue to open wide for b","https://twitter.com/AndyKirkland__/status/1673142320688947201",4,"halltechsports great ’ve known brown family since young boy makes proud knowwwww definitely makes proud y’ keep working brownboys door opportunity going continue open wide b",9
"28 days #clean and #sober . Loving #recovery. #RecoveryPosse . Anyone who wants to take my sobriety from me can pry from my cold dead hands. Ain't no stopping me now! #motivated #winning #SanFrancisco # ","https://twitter.com/myster_rivas/status/1653864122998718465",5," days clean sober loving recovery recoveryposse anyone wants take sobriety can pry cold dead hands aint stopping now motivated winning sanfrancisco ",6
"Brown’s at Browns #MyBoys #BrownBoys (@ Brown's Barber Shop in Athens, GA) ","https://twitter.com/Lightbrightz23/status/1639709304771993601",6,"brown’s browns myboys brownboys browns barber shop athens ga ",NA
"💙💙First of many hangouts with our sons!!! #OurVillage #wnbababies #boysclub #blackboys # #boyparents #halloweenfun #halloweencookies @ Beaverton, Oregon ","https://twitter.com/missarob43/status/1586589263063384064",7,"💙💙first many hangouts sons ourvillage wnbababies boysclub blackboys boyparents halloweenfun halloweencookies beaverton oregon ",NA
"𝕮𝖍𝖆𝖘𝖎𝖓 𝕸'𝖘 @mrkulture @_instablam @djrobmistadmv @jimjonescapo #BrownBoys #TargetSquad #VampireLife #Kulture @ Harlem, NYC ","https://twitter.com/bygbyrdpro/status/1548511693126467584",8,"𝕮𝖍𝖆𝖘𝖎𝖓 𝕸𝖘 mrkulture instablam djrobmistadmv jimjonescapo brownboys targetsquad vampirelife kulture harlem nyc ",NA
"Boy # bought his first #car #electric he is not white or rich #latinos # @NALEO #FinancialFreedom @ENERGY and #Transportation ","https://twitter.com/MarthaH2o/status/1540005606425247746",9,"boy bought first car electric white rich latinos naleo financialfreedom energy transportation ",2
"Never played hockey 🏒 but I know being a hawk 🦅 is key 🗝️ #BrownBoys 📸 @jyothitatter @ Ninety Four ","https://twitter.com/bygbyrdpro/status/1496672542827950080",10,"never played hockey 🏒 know hawk 🦅 key 🗝️ brownboys 📸 jyothitatter ninety four ",NA
"WHO READY FOR SOME NEW @bigboideep ❓ #BrownBoys @ Wanna play? ","https://twitter.com/bygbyrdpro/status/1490579983793807361",11," ready new bigboideep ❓ brownboys wanna play ",NA
"#Brownboys in the building!! Congrats!!","https://twitter.com/Habibi__01/status/1465482258836594695",12,"brownboys building congrats",2
"#BrownBoys in Edmonton (Union Hall) Tomorrow Night (Nov 27th) See Y'all There 💫 @tarna_416 @hny.sra @yegaaleyaar @jazzytoor_ @jazz_shah47 @ Edmonton, Alberta ","https://twitter.com/bygbyrdpro/status/1464353054971641858",13,"brownboys edmonton union hall tomorrow night nov th see yall 💫 tarna hnysra yegaaleyaar jazzytoor jazzshah edmonton alberta ",NA
"Almost time ⏳ #AllWinners #BrownBoys 📸 @george.howard @greendiamondproductions @ Bandz That Make Her Dance ","https://twitter.com/bygbyrdpro/status/1450255031073185792",14,"almost time ⏳ allwinners brownboys 📸 georgehoward greendiamondproductions bandz make dance ",NA
"Soccer Saturday 🥅⚽️ #","https://twitter.com/Chica512/status/1449348987224461314",15,"soccer saturday 🥅⚽️ ",NA
"#DabdaNi //2021 #BrownBoys @ New Jersey ","https://twitter.com/bygbyrdpro/status/1435064552077635586",16,"dabdani brownboys new jersey ",NA
"Listen… seeing and hearing these # read made my heart 🤎 grow! #OurPack #OurPride #PtP #forthemnotus #dreamdifferent ","https://twitter.com/aneWedu/status/1433972609322979330",17,"listen… seeing hearing read made heart 🤎 grow ourpack ourpride ptp forthemnotus dreamdifferent ",NA
"Confidence is silent. Insecurities are loud. #BrownBoys 📸 @fullexposurevisuals @ The Trap House ","https://twitter.com/bygbyrdpro/status/1404116168441487364",18,"confidence silent insecurities loud brownboys 📸 fullexposurevisuals trap house ",1
"My new baby boy! I want weekend a month and one week in the summer and no child support! I’m picking him up tomorrow 😂 😆 💙 #LittleQ # #littlestar 🎶 ps yup that’s me hear...trying something new 😉 #LMK ","https://twitter.com/AskDarlingNikki/status/1385767454102728707",19," new baby boy want weekend month one week summer child support ’m picking tomorrow 😂 😆 💙 littleq littlestar 🎶 ps yup ’s heartrying something new 😉 lmk ",3
"Three little songbirds on a Friday night! #Friends #Singers #CheersToTheFreakinWeekend #BrownBoys @ The Hole ","https://twitter.com/spencer3890/status/1363961419297742851",20,"three little songbirds friday night friends singers cheerstothefreakinweekend brownboys hole ",NA
"Surely, have experienced . #BrownBoys @marcorubio @SenTedCruz","https://twitter.com/fanniew08/status/1352622079699521537",21,"surely experienced brownboys marcorubio sentedcruz",NA
"Crown Hoist: Your crown hoists for brown boys and girls overrules the crown heists of the world. #STEELYourMind #InkWellSpoken #CrownRoyal #CrownHeist #FamilyJewels #BlackFamily #BlackBoys #BlackGirls #overrule #overruled #BrownBoys #BrownGirls ","https://twitter.com/inkwellspoken/status/1340010530841489408",22,"crown hoist crown hoists brown boys girls overrules crown heists world steelyourmind inkwellspoken crownroyal crownheist familyjewels blackfamily blackboys blackgirls overrule overruled brownboys browngirls ",NA
"Im. Steel. Here. #blackboys # #forcoloredboys @ North Hollywood, California ","https://twitter.com/iAmDorkGazmik/status/1338569722418302978",23,"im steel blackboys forcoloredboys north hollywood california ",NA
"@ekallietarian Beautiful brown is just how nature tells that ’ve hit perfection. Ask your fiancé. #","https://twitter.com/knarf567/status/1326709873816571906",24,"ekallietarian beautiful brown just nature tells ’ve hit perfection ask fiancé ",3
"#tbt faded tan lines 🥺🥺🥺 #fallblues # #missingsummer #beachdays #smile #🍑🍑🍑 #hungry #lmao #sandyhook #nyc #goodvibes #😋😋😋 #muah @ Gunnison Beach ","https://twitter.com/Chevylosophies/status/1314262263713456128",25,"tbt faded tan lines 🥺🥺🥺 fallblues missingsummer beachdays smile 🍑🍑🍑 hungry lmao sandyhook nyc goodvibes 😋😋😋 muah gunnison beach ",6
"Teaser # for Brown Munde in GTA ! Stay tuned for the full GTA Music video(Fan-made) # # #apdhillon #punjab #punjabi #punjabisong #karanaujla #music #pollywood #desi #bhangra #canada #brampton #toronto #LosAngeles #youtube #bc #sidhumoosewala #bygbyrd #gta ","https://twitter.com/gtaspeedguy/status/1307050644285673473",26,"teaser brown munde gta stay tuned full gta music videofanmade apdhillon punjab punjabi punjabisong karanaujla music pollywood desi bhangra canada brampton toronto losangeles youtube bc sidhumoosewala bygbyrd gta ",NA
"Teaser # for Brown Munde in GTA ! Stay tuned for the full GTA Music video(Fan-made) # # #apdhillon #punjab #punjabi #punjabisong #karanaujla #music #pollywood #desi #bhangra #canada #brampton #toronto #LosAngeles #youtube #bc #sidhumoosewala #bygbyrd #gta ","https://twitter.com/gtaspeedguy/status/1307016081618300929",27,"teaser brown munde gta stay tuned full gta music videofanmade apdhillon punjab punjabi punjabisong karanaujla music pollywood desi bhangra canada brampton toronto losangeles youtube bc sidhumoosewala bygbyrd gta ",NA
"#LastNight on #LakeTahoe Lovely dinner and conversation and a hazy sunset... and a walk back in the dark😳 #PPG #VacayMode #GayMen #BrownBoys #ChulaVista #PPGporVIDA #BestBehavior #WearYourMask #Family… ","https://twitter.com/LaDivafina/status/1297208202002604034",28,"lastnight laketahoe lovely dinner conversation hazy sunset walk back dark😳 ppg vacaymode gaymen brownboys chulavista ppgporvida bestbehavior wearyourmask family… ",3
"He said I’m his sidekick 😆 • • Me and my #brokebestfriend • • #babyboy # #blackboymagic #blackboysrock #blackboysmatter #blackboyjoy #mommyson #mommysontime #snuggles #snugglebuddy #ninjaturtles #green… ","https://twitter.com/AskDarlingNikki/status/1292581681761792003",29," said ’m sidekick 😆 • • brokebestfriend • • babyboy blackboymagic blackboysrock blackboysmatter blackboyjoy mommyson mommysontime snuggles snugglebuddy ninjaturtles green… ",NA
"Happy Bday @bygbyrdpro keeping rocking and making amazing music..!! # 🥳🥳 #throwback 2018 ","https://twitter.com/ideepriat/status/1279694214670905345",30,"happy bday bygbyrdpro keeping rocking making amazing music 🥳🥳 throwback ",7
"Toronto mein cyphers 😂😂 #desihiphop #hiphop #desirap #hindirap #punjabirap #Desi #realshit #bigdope #channelbangbang #bangbang #kalromusic #roachkilla #sikanderkahlon #blitz #sidhumoosewala # #punjabirapper… ","https://twitter.com/dopejawaddi/status/1279049430545641472",31,"toronto mein cyphers 😂😂 desihiphop hiphop desirap hindirap punjabirap desi realshit bigdope channelbangbang bangbang kalromusic roachkilla sikanderkahlon blitz sidhumoosewala punjabirapper… ",NA
"Zahmir had pop tart crumbs from here to kingdom come 😂 I showed him how to clean them up tho! Train up a child in the way he should go, and when he is old he will not depart from .-Proverbs 22: #… ","https://twitter.com/wowtxorg/status/1273667421111554049",32,"zahmir pop tart crumbs kingdom come 😂 showed clean tho train child way go old will depart proverbs … ",2
"Late night grind is the “NEW” unwind! What’s the TEA? You know that’s ME! #myjoy #mywhy #mylove # #blacklivesmatter #ourlovematters #familytime #foe #grateful @ Tina Marie with the TEA ","https://twitter.com/wowtxorg/status/1273115011506941953",33,"late night grind “new” unwind ’s tea know ’s myjoy mywhy mylove blacklivesmatter ourlovematters familytime foe grateful tina marie tea ",3
"Our youngest is done with Elementary and heading to Middle school as a 7th Grader... the last of the #BrownBoys at #Ruus... he was a little bummed he didn’t get to see his friends and didn’t have a big crowd like his brothers did when they finished Elementary School... #DriveThru","https://twitter.com/JoyOrinionBrown/status/1270496494517248000",34," youngest done elementary heading middle school th grader last brownboys ruus little bummed didn’t get see friends didn’t big crowd like brothers finished elementary school drivethru",3
"Bald drip. #nike #drip # ","https://twitter.com/AzariahJordan/status/1263618387076243457",35,"bald drip nike drip ",NA
"#selfconfidence #newbuy #abrollerwheel #core #arms #dumbells #gettingstarted #punjabicanada # @ Stittsville, Ontario ","https://twitter.com/sekhon_jashan/status/1254529955494531072",36,"selfconfidence newbuy abrollerwheel core arms dumbells gettingstarted punjabicanada stittsville ontario ",NA
"We are cranking out tracks. Here's a brand new remix. Please listen, view, and share. Video link in bio. #soundnation #vikdee #hisaab #sunnymalton #bygbyrd # #punjabi @ Los Angeles, California ","https://twitter.com/soundnationla/status/1243684215792730112",37," cranking tracks heres brand new remix please listen view share video link bio soundnation vikdee hisaab sunnymalton bygbyrd punjabi los angeles california ",2
"#BrownBoys #Latino ✊🏽 #Dimples #Smile @ Lucky Strike Washington DC ","https://twitter.com/Screw_a_Name/status/1229956446680469504",38,"brownboys latino ✊🏽 dimples smile lucky strike washington dc ",4
"my dad, my brother, and me... at Sunday School, --2020. Sunday School Lesson: The Pitfalls of Showing Off Matthew : dare to go read . Temple of Faith 20th Anniversary! #praiseGod #… ","https://twitter.com/tbrownkool/status/1227988571912572929",39," dad brother sunday school sunday school lesson pitfalls showing matthew dare go read temple faith th anniversary praisegod … ",1
"I would love to see @beatsbynav x @jaysean collab 🙏🏽💯⚡️🔥#","https://twitter.com/abhisting/status/1227428167486517250",40," love see beatsbynav x jaysean collab 🙏🏽💯⚡️🔥",3
"Suavemente. 🇵🇷 #PuertoRico #PuertoRican #BrownBoys @ Lucky Strike Washington DC ","https://twitter.com/Screw_a_Name/status/1225189807552417794",41,"suavemente 🇵🇷 puertorico puertorican brownboys lucky strike washington dc ",2
"River-Leigh and Daddy #blackfathers #blackwoman # #blackmomskillingit #blackgirlsrock #blackfamilymatters #blackdads #blackmomlife #blacklove #traveling #blackmothers #blackmomblog #blackexcellence… ","https://twitter.com/DreyLockRB/status/1218671091608096774",42,"riverleigh daddy blackfathers blackwoman blackmomskillingit blackgirlsrock blackfamilymatters blackdads blackmomlife blacklove traveling blackmothers blackmomblog blackexcellence… ",NA
"@bygbyrdpro Reply wid ur work bro not wid ur tounge. lokkan ne ta rabb nu ni chadeya then who are. r the gr8 artist shut the ppl mouth with ur art. if start wasting ur time wid replies tht mean wasting ur precious time #BrownBoys 🤘🏼","https://twitter.com/Zaildarofficial/status/1208688653829959680",43,"bygbyrdpro reply wid ur work bro wid ur tounge lokkan ne ta rabb nu ni chadeya r gr artist shut ppl mouth ur art start wasting ur time wid replies tht mean wasting ur precious time brownboys 🤘🏼",-4
"I wish Daniyal Mueenuddin didn't fall off the face of the earth. I really enjoy his American-Pakastani perspective. Belonging to so many cultures I need writers like this. #DaniyalMueenuddin #shortstories # #pakastani #pakistaniliterature #Inothereoomsotherwonders","https://twitter.com/Matts_Forte/status/1179954241793691655",44," wish daniyal mueenuddin didnt fall face earth really enjoy americanpakastani perspective belonging many cultures need writers like daniyalmueenuddin shortstories pakastani pakistaniliterature inothereoomsotherwonders",5
"The Brown boys decided to bring their mother inspired exact clothing style to Pre-K and Preschool! God speed to these teachers. # @ Rockland, Massachusetts ","https://twitter.com/TheJasonRBrown/status/1168903537520259073",45," brown boys decided bring mother inspired exact clothing style prek preschool god speed teachers rockland massachusetts ",3
"There is not a single Brown Boy today that will not play #Samebeef in his car. @iSidhuMooseWala @bygbyrdpro @Sunnymalton1 @iambohemia #Brownboys 🔥🔥","https://twitter.com/bali_badshah/status/1163442414775930881",46," single brown boy today will play samebeef car isidhumoosewala bygbyrdpro sunnymalton iambohemia brownboys 🔥🔥",NA
"@HIMANSHU NAV is a dope artist that came up off his own sound. Obviously he’s not that lyrical but he’s deff got a vibe to him 🔥🔥🔥🔥 #","https://twitter.com/abhisting/status/1157818059815628808",47,"himanshu nav dope artist came sound obviously ’s lyrical ’s deff got vibe 🔥🔥🔥🔥 ",NA
"Love seeing the #BrownBoys together! @BrownGaro & @thundacat830 are brothers from different mothers! #LivePDNation","https://twitter.com/elektra_rocks/status/1156355731421093889",48,"love seeing brownboys together browngaro thundacat brothers different mothers livepdnation",3
"I Love This Guy! Going on 18 years of Friendship. #amigos #killermike #summertramp #gay #friends #greetingfromsummertramp #croptops #trouble #poc #dtlala #summer #queerpoc # @ SUMMERTRAMP ","https://twitter.com/mykeyisme/status/1150132179554439168",49," love guy going years friendship amigos killermike summertramp gay friends greetingfromsummertramp croptops trouble poc dtlala summer queerpoc summertramp ",1
"Summertramp was a Blast Yesterday! #summertramp #gay #summer #boyswholikeboys #boyswillbeboys #homo #drinks #daytimedrinking #pinkflamingo #daytimerealness #croptop #malecroptop # #summertime #downtownla… ","https://twitter.com/mykeyisme/status/1148334501619068928",50,"summertramp blast yesterday summertramp gay summer boyswholikeboys boyswillbeboys homo drinks daytimedrinking pinkflamingo daytimerealness croptop malecroptop summertime downtownla… ",NA
"# and #blacklabs #summertime @ Wellsboro, Pennsylvania ","https://twitter.com/CRCVanDergrift/status/1146197192614371328",51," blacklabs summertime wellsboro pennsylvania ",NA
"@TheeDreadGod #DreadHead #LocNation #MenWithLocs #HappyToBeNappy 😏 #BrownBoys #Pride #BlackHair ","https://twitter.com/BrentleyBawn/status/1142933160759480320",52,"theedreadgod dreadhead locnation menwithlocs happytobenappy 😏 brownboys pride blackhair ",NA
"#Twinning #BrownBoys ","https://twitter.com/thereal1tdubb/status/1130213413517443079",53,"twinning brownboys ",NA
"Dirty Birdz @jrydah13 🔥🔥🔥🔥🔥 # Connect azlivetv @ Westgate Entertainment District ","https://twitter.com/YUNGWAX/status/1125669358473228288",54,"dirty birdz jrydah 🔥🔥🔥🔥🔥 connect azlivetv westgate entertainment district ",-2
"Thank #Dallas Last night's show was amazing! Shoutout to everyone who came out to party with us. 🙏❤️ #BrownBoys #BrownBoysTour @jattent_shows empireproductionsgroup… ","https://twitter.com/bygbyrdpro/status/1125208608948416512",55,"thank dallas last nights show amazing shoutout everyone came party us 🙏❤️ brownboys brownboystour jattentshows empireproductionsgroup… ",6
"Definitely feeling good today despite being away for weeks! #otfwellesly #otf #fitfam #instamen #instagay #bostongay # #dancers #stayfit @ Orangetheory Fitness Wellesley ","https://twitter.com/iamvladimyr/status/1121472461999083520",56,"definitely feeling good today despite away weeks otfwellesly otf fitfam instamen instagay bostongay dancers stayfit orangetheory fitness wellesley ",5
"LEGENDARY. daveeast sidhu_moosewala sunnymalton @jattent_shows #BrownBoys #GlobalVibes @ PlayStation Theater ","https://twitter.com/bygbyrdpro/status/1120393555485368321",57,"legendary daveeast sidhumoosewala sunnymalton jattentshows brownboys globalvibes playstation theater ",NA
"#BrownBoys #NYC shut down tingz ","https://twitter.com/bygbyrdpro/status/1120358400435597312",58,"brownboys nyc shut tingz ",NA
"We did . FYI. I still hate #hiking. # #arizona #desert #myexisbetterthanyours . . . . . . . . . . . . . . . . . . . #latinx #latinosbelike #latinoproblems #mexicansbelike… ","https://twitter.com/ernieortiz/status/1119708422415486977",59," fyi still hate hiking arizona desert myexisbetterthanyours latinx latinosbelike latinoproblems mexicansbelike… ",-3
"My cousin @KingElway is doing amazing things! #BrownBoys","https://twitter.com/historical_educ/status/1118322325513015298",60," cousin kingelway amazing things brownboys",4
"Not sure but my boys may have abducted the Easter Bunny. Sorry if they ruined Easter for everyone. #easterbunny # @ Ginger Betty's Bakery ","https://twitter.com/TheJasonRBrown/status/1117122550016958465",61," sure boys may abducted easter bunny sorry ruined easter everyone easterbunny ginger bettys bakery ",-5
"Friday dinner crew. # #princessgrace #daddyneedsadrink @ British Beer Company Pembroke ","https://twitter.com/TheJasonRBrown/status/1116834627501555713",62,"friday dinner crew princessgrace daddyneedsadrink british beer company pembroke ",NA
"2000m row, 300 reps, 5k in 44.12 (new personal best by :43)!! #dritri #otfwoburn #otf #fitfam #5k #instamen #instagay #bostongay # #goals #dancers #stayfit #keepburning… ","https://twitter.com/iamvladimyr/status/1112079474315718658",63,"m row reps k new personal best dritri otfwoburn otf fitfam k instamen instagay bostongay goals dancers stayfit keepburning… ",3
"Shaved 17. seconds off my best 2000 meter row! #benchmarkrow #otfwoburn #otf #fitfam #manicmonday #instamen #instagay #bostongay # #dancers #stayfit @ Orangetheory Fitness -… ","https://twitter.com/iamvladimyr/status/1110206336942387200",64,"shaved seconds best meter row benchmarkrow otfwoburn otf fitfam manicmonday instamen instagay bostongay dancers stayfit orangetheory fitness … ",4
"When hard work pays off! #transformationchallenge #biggestloser #otf #fitfam #winning #instagay #bostongay # #dancers #stayfit #fitfriday @ Orangetheory Fitness - Woburn ","https://twitter.com/iamvladimyr/status/1109271901464088576",65," hard work pays transformationchallenge biggestloser otf fitfam winning instagay bostongay dancers stayfit fitfriday orangetheory fitness woburn ",4
"Worked ALL THE WAY OUT today!💦💦💦#otfbrighton #otf #fitfam #sweatyselfie #instagay #bostongay # #brighton #dancers #stayfit @ Orangetheory Fitness Brighton ","https://twitter.com/iamvladimyr/status/1108879383048142848",66,"worked way today💦💦💦otfbrighton otf fitfam sweatyselfie instagay bostongay brighton dancers stayfit orangetheory fitness brighton ",1
"#NewProfilePic Because I look extra snatched haha #mua #makeupartist #ABHBrows #contour #skin #melanin # #malemua #firstdayofspring2019 #firstdayofspring ","https://twitter.com/ObeyTheLawBry/status/1108458759297425409",67,"newprofilepic look extra snatched haha mua makeupartist abhbrows contour skin melanin malemua firstdayofspring firstdayofspring ",3
"Most Powerful Architects of Change in the Lives of #BrownBoys Build Bonds, Break bread, Break down walls...#BMEsTalk #BMEsTalkLIVE #Empower19 #EMPOWER2019 @bmeducatorschi @BMeCommunity @FellowshipBMEC @selmekki @TravisJBristol @toldson @BarackObama ","https://twitter.com/CraigCMartin12/status/1107621970303168513",68," powerful architects change lives brownboys build bonds break bread break wallsbmestalk bmestalklive empower empower bmeducatorschi bmecommunity fellowshipbmec selmekki travisjbristol toldson barackobama ",2
"Rowed 150 meters in 18secs, 250 in 40, and 350 in :10! Nothing like challenging your own expectations of greatness! #otfwoburn #otf #fitfam #manicmonday #instagay #bostongay #… ","https://twitter.com/iamvladimyr/status/1105226132448657408",69,"rowed meters secs nothing like challenging expectations greatness otfwoburn otf fitfam manicmonday instagay bostongay … ",2
"When BEAST your workout and the coach acknowledges your progress! #otfbrighton #otf #fitfam #instagay #bostongay # #brighton #dancers #stayfit #fitfriday @ Orangetheory… ","https://twitter.com/iamvladimyr/status/1104065598747664384",70," beast workout coach acknowledges progress otfbrighton otf fitfam instagay bostongay brighton dancers stayfit fitfriday orangetheory… ",2
"Great day all around at New York Dance Festival! #nydf #nyc #dancers #dancelife #dancesport #americanrhythm #firebeat #smiles #instagay # @ The Roosevelt Hotel ","https://twitter.com/iamvladimyr/status/1098730956230279168",71,"great day around new york dance festival nydf nyc dancers dancelife dancesport americanrhythm firebeat smiles instagay roosevelt hotel ",5
"NYC, here I come!😎 #newyorkbound #amtrak #humpday #instagay #smiles #bostongay # #scruffygay #dancers #dancelife #tuxysuit #beats @ Amtrak South Station ","https://twitter.com/iamvladimyr/status/1098258813742772229",72,"nyc come😎 newyorkbound amtrak humpday instagay smiles bostongay scruffygay dancers dancelife tuxysuit beats amtrak south station ",2
"Strength day has me feeling pumped up for the weekend!#otf #fitfam #instagay #bostongay # #dancers #stayfit #fitfriday @ Orangetheory Fitness Wellesley ","https://twitter.com/iamvladimyr/status/1096463088407248896",73,"strength day feeling pumped weekendotf fitfam instagay bostongay dancers stayfit fitfriday orangetheory fitness wellesley ",4
"Another day at the sweatshop! #otf #fitfam #workoutwednesday #humpday #instagay #bostongay # #scruffy #dancers #stayfit @ Orangetheory Fitness - Woburn ","https://twitter.com/iamvladimyr/status/1095750803497705472",74,"another day sweatshop otf fitfam workoutwednesday humpday instagay bostongay scruffy dancers stayfit orangetheory fitness woburn ",1
"Another day another slay! #otfwoburn #otf #fitfam #turbotuesday #instagay #bostongay # #dancers #stayfit #allout @ Orangetheory Fitness - Woburn ","https://twitter.com/iamvladimyr/status/1085357478018191360",75,"another day another slay otfwoburn otf fitfam turbotuesday instagay bostongay dancers stayfit allout orangetheory fitness woburn ",1
"Not a morning person but still crushed my :45am workout! Great class irvincepa ! #otfquincy #otf #fitfam #manicmonday #instagay #bostongay # #dancers #stayfit #morningmotivation… ","https://twitter.com/iamvladimyr/status/1082265809131585537",76," morning person still crushed workout great class irvincepa otfquincy otf fitfam manicmonday instagay bostongay dancers stayfit morningmotivation… ",1
"When strut out the gym feeling good as hell! 😎#otfbrighton #otf #fitfam #tuxysuit #instagay #bostongay # #brighton #dancers #stayfit #fitfriday @ Orangetheory Fitness Brighton ","https://twitter.com/iamvladimyr/status/1081238209877532674",77," strut gym feeling good hell 😎otfbrighton otf fitfam tuxysuit instagay bostongay brighton dancers stayfit fitfriday orangetheory fitness brighton ",1
"Sprinting into 2019! #otf #otfwoburn #allout #sprints #newyearsday #instagay #bostongay # #dancers #stayfit @ Orangetheory Fitness - Woburn ","https://twitter.com/iamvladimyr/status/1080176170287710208",78,"sprinting otf otfwoburn allout sprints newyearsday instagay bostongay dancers stayfit orangetheory fitness woburn ",1
"The Brown boys put up the only star worthy of being on their Christmas tree. The basketball jesus Larry Bird #larrybird #christmasstar #celtics #larrylegend # @ Rockland,… ","https://twitter.com/TheJasonRBrown/status/1074694158181253120",79," brown boys put star worthy christmas tree basketball jesus larry bird larrybird christmasstar celtics larrylegend rockland… ",3
"Last night’s 🎄 shenanigans #AJandAiden #BrownBoys #ChristmasFun @ Smyrna, Georgia ","https://twitter.com/shantriss/status/1067937355405889536",80,"last night’s 🎄 shenanigans ajandaiden brownboys christmasfun smyrna georgia ",NA
"🪯 ਸਿੰਘਾਂ ਨਾਲ ਵੈਰ ਨਾ ਤੂੰ ਪਾਈਂ ਵੀਰਿਆ॥ 🪯 #khalsa #singh #sikh #SikhEmpire #panjab #customized #Stickers #brampton # #viral #tiktok #cars #puriheritage ","https://twitter.com/PuriHeritage/status/1641214049902796800",81,"🪯 ਸਿੰਘਾਂ ਨਾਲ ਵੈਰ ਨਾ ਤੂੰ ਪਾਈਂ ਵੀਰਿਆ॥ 🪯 khalsa singh sikh sikhempire panjab customized stickers brampton viral tiktok cars puriheritage ",NA
"AP Dhillon postpones LA and SF shows due to injury, posts on social media. #apdhillon #punjabi #songs #AP # #punjabisonglover #LA #SF #concert #apdhillonsongs #socialmedia @apdhillxn @YudhvirJaswal ","https://twitter.com/ymediagroup/status/1587217094839619586",82,"ap dhillon postpones la sf shows due injury posts social media apdhillon punjabi songs ap punjabisonglover la sf concert apdhillonsongs socialmedia apdhillxn yudhvirjaswal ",-3
"😈No Filter Needed... 2016 Dodge Challenger SRT HELLCAT I 707 HP #srt #srthellcat #hellcat #toronto #dodgechallenger #torontousedcars #challenger #dodgehellcat #supercharged #vaughan #challengerhellcat #brampton #hp #dodgedemon # #fastandfurious #browntown ","https://twitter.com/TABcanada/status/1575142376007401474",83,"😈 filter needed dodge challenger srt hellcat hp srt srthellcat hellcat toronto dodgechallenger torontousedcars challenger dodgehellcat supercharged vaughan challengerhellcat brampton hp dodgedemon fastandfurious browntown ",NA
"Sunny day at NYC, Blessed & Grateful #newyorkcity #manhattan #ny #punjabi # #photography #italy #dumbo #winelovers #wine #lunch #view #happiness ","https://twitter.com/flymen84/status/1529046367280238592",84,"sunny day nyc blessed grateful newyorkcity manhattan ny punjabi photography italy dumbo winelovers wine lunch view happiness ",6
"Not many more successful feelings than buying deodorant #","https://twitter.com/EddyBhatia/status/1511486070831132678",85," many successful feelings buying deodorant ",3
"""Don't worry about being successful but work toward being significant and the success will naturally follow"".M.W . . Know your worth and acknowledge your power! #mohsinwattoo #dailymotivation #desiboys # #singleboys #mohsinwattoo #motivation #Humanitarian ","https://twitter.com/mohsinwattoo123/status/1424023155417489411",86,"dont worry successful work toward significant success will naturally followmw know worth acknowledge power mohsinwattoo dailymotivation desiboys singleboys mohsinwattoo motivation humanitarian ",6
"# 🔥🔥 @ Mukerian - The city ","https://twitter.com/gouravgoutam191/status/1407169508486299649",87," 🔥🔥 mukerian city ",NA
"ਗੋਰੇ ਗੂਰੇ side ਤੇ ਆ game ਚ ਆ brown ਮੁੰਡੇ 👌. # #Mentalhealth ","https://twitter.com/GThind12/status/1405713727903592448",88,"ਗੋਰੇ ਗੂਰੇ side ਤੇ ਆ game ਚ ਆ brown ਮੁੰਡੇ 👌 mentalhealth ",NA
"💭💬 # ","https://twitter.com/garrykaler0/status/1400356046577848326",89,"💭💬 ",NA
"🌃 WE OUTSIDE 🌃 Photo Credit 📸 : @amanbassiofficial #FaderFriday #FlashbackFriday #FBF #NewMusicFriday #NMF #PeterMadana #VanCity #Vancouver #BritishColumbia #BrownMunde #Hennessy #HarbourCentre #Gastown ","https://twitter.com/PeterMadana/status/1395848682633777154",90,"🌃 outside 🌃 photo credit 📸 amanbassiofficial faderfriday flashbackfriday fbf newmusicfriday nmf petermadana vancity vancouver britishcolumbia brownmunde hennessy harbourcentre gastown ",NA
" all my # out there 💯 ","https://twitter.com/dcarranzadotcom/status/1356778445225689089",91," 💯 ",NA
"I’m kinda hooked to # ","https://twitter.com/Masroor_Syed_/status/1354662493851947009",92,"’m kinda hooked ",NA
